,FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime,updateTimeStamp,updateYear,address,geolatitude,geolongitude,latitude,longitude
1777,1012115,Damariscotta Farmers Market ,http://www.damariscottafarmersmarket.org,https://www.facebook.com/damariscottafarmersmarket/,@DamaFarmerMkt ,Damariscotta Farmers Market,Instagram: @damariscottafarmers,DRA Round Top Farm and Rising Tide Co-Op ,Damariscotta,Lincoln,Maine,4543,05/13/2016 to 10/28/2016,Fri: 9:00 AM-12:00 PM;,06/01/2016 to 09/01/2016,Mon: 3:00 PM-6:00 PM;,,,,,-69.513212,44.03883,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,Y,6/30/16 8:46,2016-06-30 08:46:00,2016,"DRA Round Top Farm and Rising Tide Co-Op , Damariscotta, Maine 4543",,,44.03883,-69.513212
1778,1018383,Damascus Farmers Market,http://damascusfarmersmarket.org/home.aspx,https://www.facebook.com/Damascus-Farmers-Market-230160453775285/,,,,20100 SE Hwy 212,Damascus,Clackamas,Oregon,97089,07/06/2017 to 09/28/2017,Fri: 3:00 PM-7:00 PM;,,,,,,,-122.4556058,45.4172227,,Y,N,N,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,6/24/17 12:23,2017-06-24 12:23:00,2017,"20100 SE Hwy 212, Damascus, Oregon 97089",45.4172128,-122.45557217926367,45.4172128,-122.45557217926367
1779,1006028,Danbury Farmers Market,,,,,,102 Old Church Road,Danbury,Stokes,North Carolina,27016,,,,,,,,,-80.2025,36.4097,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"102 Old Church Road, Danbury, North Carolina 27016",36.409521,-80.2025157,36.409521,-80.2025157
1780,1004516,Danbury Farmers' Market,http://www.danburyfarmersmarket.org,danbury connecticut farmers market,,,,Kennedy Avenue,Danbury,Fairfield,Connecticut,6810,06/25/2016 to 10/22/2016,Sat: 10:00 AM-2:00 PM;,,,,,,,-73.45536,41.396387,,Y,Y,Y,Y,Y,-,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,6/27/16 14:19,2016-06-27 14:19:00,2016,"Kennedy Avenue, Danbury, Connecticut 6810",41.3960122,-73.4572412,41.3960122,-73.4572412
1781,1010428,Danbury Winter Market,http://blazingstargrange.org,,,,,15 North Road,Danbury,Merrimack,New Hampshire,3230,11/01/2014 to 05/02/2015,Sat: 9:00 AM-1:00 PM;,,,,,,,-71.862337,43.526740000000004,Other,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,8/5/14 15:27,2014-08-05 15:27:00,2014,"15 North Road, Danbury, New Hampshire 3230",43.53078936734694,-71.86208759183674,43.53078936734694,-71.86208759183674
1782,1001594,Dandridge Farmers Market,http://www.mainstreetdandridge.com,https://www.facebook.com/DandridgeFarmersMarket,,,,Gay Street and Meeting Street,Dandridge,Jefferson,Tennessee,37725,05/24/2014 to 10/25/2014,Sat: 9:00 AM-12:00 PM;,,,,,,,-83.416446,36.016194,Local government building grounds,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,3/16/14 14:54,2014-03-16 14:54:00,2014,"Gay Street and Meeting Street, Dandridge, Tennessee 37725",,,36.016194,-83.416446
1783,1005176,Dane County Farmers Market - Holiday Market,http://www.dcfm.org,,,,,One John Nolen Drive,Madison,Dane,Wisconsin,53703,11/19/2016 to 12/31/2016,Sat: 7:30 AM-12:00 PM;,,,,,,,-89.38027,43.071445000000004,,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,7/5/16 12:26,2016-07-05 12:26:00,2016,"One John Nolen Drive, Madison, Wisconsin 53703",43.0727493,-89.3791492,43.0727493,-89.3791492
1784,1005177,Dane County Farmers Market - Wednesday Market,http://www.dcfm.org,,,,,"200 block of Martin Luther King, Jr. Blvd",Madison,Dane,Wisconsin,53703,04/20/2016 to 11/09/2016,Wed: 8:30 AM-2:00 PM;,,,,,,,-89.381847,43.072775,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,7/5/16 12:24,2016-07-05 12:24:00,2016,"200 block of Martin Luther King, Jr. Blvd, Madison, Wisconsin 53703",,,43.072775,-89.381847
1785,1005175,Dane County Farmers Market - Winter Market,,https://www.facebook.com/StBMarket,,,,330 W. Mifflin St.,Madison,Dane,Wisconsin,53703,01/07/2017 to 04/15/2017,Sat: 7:30 AM-12:00 PM;,,,,,,,-89.3895617,43.0731321,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,7/5/16 12:29,2016-07-05 12:29:00,2016,"330 W. Mifflin St., Madison, Wisconsin 53703",43.07310047762643,-89.38889652740458,43.07310047762643,-89.38889652740458
1786,1005178,Dane County Farmers Market I,http://www.dcfm.org,https://www.facebook.com/DaneCoFM/,,,https://www.instagram.com/danecofm/?hl=en,"Capitol Square, Downtown",Madison,Dane,Wisconsin,53701,04/16/2016 to 11/12/2016,Sat: 6:30 AM-2:00 PM;,,,,,,,-89.384251,43.074625,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,7/5/16 12:21,2016-07-05 12:21:00,2016,"Capitol Square, Downtown, Madison, Wisconsin 53701",,,43.074625,-89.384251
1787,1001314,Daniels Farmstead,http://www.danielsfarmstead.org,https://www.facebook.com/pages/Daniels-Farmstead-Farmers-Market/342201325857571,,,,286 Mendon St,Blackstone,Worcester,Massachusetts,1504,07/06/2014 to 10/05/2014,Sun: 11:00 AM-3:00 PM;,,,,,,,-71.5542,42.06100000000001,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,3/31/14 20:35,2014-03-31 20:35:00,2014,"286 Mendon St, Blackstone, Massachusetts 1504",42.05896185,-71.55249318363843,42.05896185,-71.55249318363843
1788,1007766,Danielson Farmers Market,http://www.nectfarmersmarket.org,,,,,"Killingly Memorial Library, 25 Westcott Road",Danielson,Windham,Connecticut,6239,,,,,,,,,-71.8776,41.8091,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"Killingly Memorial Library, 25 Westcott Road, Danielson, Connecticut 6239",41.80884895,-71.87789424845717,41.80884895,-71.87789424845717
1789,1001339,Dansville Farmers Market,,,,,,"Airport Hanger parking lot, 50 Maple Ave.",Dansville,Livingston,New York,,,,,,,,,,-77.7084,42.566,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,,46.3144754,11.0480288,42.566,-77.7084
1790,1011974,Danvers Farmers Market,http://www.danversfarmersmarket.org/,https://www.facebook.com/danversfarmersmarket,,,,87 Elm Street,Danvers ,Essex,Massachusetts,1923,06/08/2016 to 10/05/2016,Wed: 4:00 PM-7:00 PM;,,,,,,,-70.938435,42.563241999999995,,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,5/20/16 14:53,2016-05-20 14:53:00,2016,"87 Elm Street, Danvers , Massachusetts 1923",42.56344435,-70.93837192995365,42.56344435,-70.93837192995365
1791,1000044,Danville Auction,,,,,,15684 Body Rd.,Danville,Knox,Ohio,43014,,,,,,,,,-82.2445,40.4553,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"15684 Body Rd., Danville, Ohio 43014",,,40.4553,-82.2445
1792,1003908,Danville Chamber of Commerce Farmer's Market,http://www.danvillechamber.org,https://www.facebook.com/DCOCFarmmarket/info,,,,10 S Jefferson St.,Danville,Hendricks,Indiana,46122,05/09/2015 to 09/12/2015,Sat: 8:00 AM-12:00 PM;,,,,,,,-86.5250684,39.7606302,,Y,N,N,N,N,-,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,3/19/15 14:28,2015-03-19 14:28:00,2015,"10 S Jefferson St., Danville, Indiana 46122",39.760045749999996,-86.52517183333333,39.760045749999996,-86.52517183333333
1793,1010818,Danville Farmers' Market,http://www.playdanvilleva.com,,,,,629 Craghead Street,Danville,Danville,Virginia,24541,05/02/2015 to 10/31/2015,Sat: 7:30 AM-12:00 PM;,07/01/2015 to 08/01/2015,Wed: 3:00 PM-6:00 PM;,,,,,-79.3838932,36.5840182,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,7/23/15 13:49,2015-07-23 13:49:00,2015,"629 Craghead Street, Danville, Virginia 24541",36.58480866932917,-79.38609131639619,36.58480866932917,-79.38609131639619
1794,1011345,Danville Farmers' Market,http://www.pcfma.org,https://www.facebook.com/DanvilleFarmersMarket,,,,Railroad and Prospect,Danville,Contra Costa,California,,01/01/2015 to 12/31/2015,Sun: 9:00 AM-1:00 PM;,,,,,,,-122.0006143,37.8211141,,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,7/14/15 11:00,2015-07-14 11:00:00,2015,,46.3144754,11.0480288,37.8211141,-122.0006143
1795,1004993,Darby Farmers Market,,,,,,106 S Main Street,Darby,Ravalli,Montana,59829,05/01/2016 to 10/25/2016,Tue: 12:00 PM-5:00 PM;,,,,,,,-114.178,46.0204,,Y,N,N,Y,N,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,7/7/16 14:23,2016-07-07 14:23:00,2016,"106 S Main Street, Darby, Montana 59829",46.01999030612245,-114.17806902040816,46.01999030612245,-114.17806902040816
1796,1007703,Darien Farmers Market,http://www.darienfarmersmarket.net,,,,,"Mechanic Street, Behind Fire House",Darien,Fairfield,Connecticut,6810,,,,,,,,,-73.4828,41.0753,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"Mechanic Street, Behind Fire House, Darien, Connecticut 6810",,,41.0753,-73.4828
1797,1009648,Darien Farmers Market,http://www.merrillsmarkets.com,,,,,7100 Claredon Hills Road,Darien,DuPage,Illinois,60561,06/11/2014 to 10/08/2014,Wed: 3:00 PM-7:00 PM;,,,,,,,-87.95475090000001,41.7594159,Other,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,3/17/14 10:49,2014-03-17 10:49:00,2014,"7100 Claredon Hills Road, Darien, Illinois 60561",,,41.7594159,-87.95475090000001
1798,1012505,Darlington Farmers Market,,,,,,Main Street,Darlington 53530,Lafayette,Wisconsin,,05/01/2016 to 10/01/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-90.12073000000001,42.681899,,Y,Y,Y,N,N,-,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/12/16 17:34,2016-07-12 17:34:00,2016,,46.3144754,11.0480288,42.681899,-90.12073000000001
1799,1002568,Dartmouth Farmers Market,,https://www.facebook.com/pages/Dartmouth-Farmers-Market-in-Padanaram-Village/436513176369216,,,,"Rex Field, adjacent to St. Peters Church, 351 Elm Street, Padanaram Village",Dartmouth,Bristol,Massachusetts,2747,06/01/2012 to 09/31/2012,,,,,,,,-70.94434,41.58768,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/29/14 12:10,2014-04-29 12:10:00,2014,"Rex Field, adjacent to St. Peters Church, 351 Elm Street, Padanaram Village, Dartmouth, Massachusetts 2747",,,41.58768,-70.94434
1800,1001775,Dauphin Island Market,,,,,,East Bienville Blvd at Cadillac Square Park,Dauphin Island,Mobile,Alabama,36528,,,,,,,,,-88.1594,30.2507,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"East Bienville Blvd at Cadillac Square Park, Dauphin Island, Alabama 36528",,,30.2507,-88.1594
1801,1008435,Davenport Farmers Market,,,,,,Oak at 6th Street,Davenport,Thayer,Nebraska,68335,06/27/2013 to 10/03/2013,Thu: 5:00 PM-7:00 PM;,,,,,,,-97.814511,40.3128771,Local government building grounds,Y,N,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/7/14 18:52,2014-06-07 18:52:00,2014,"Oak at 6th Street, Davenport, Nebraska 68335",,,40.3128771,-97.814511
1802,1018157,Davenport Farmers' Market,http://mvgrowers.com,Mississippi Valley Growers farmers Market,,,,North Park Mall east entrance,Davenport,Scott,Iowa,52804,05/03/2017 to 10/28/2017,Wed: 8:00 AM-12:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-90.571154,41.562863,,Y,Y,Y,Y,Y,-,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,6/20/17 13:49,2017-06-20 13:49:00,2017,"North Park Mall east entrance, Davenport, Iowa 52804",,,41.562863,-90.571154
1803,1003088,David City Farmers Market,http://www.davidcityne.com,,,,,Courthouse parking lot,David City,Butler,Nebraska,68632,,,,,,,,,-97.1286,41.2531,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"Courthouse parking lot, David City, Nebraska 68632",,,41.2531,-97.1286
1804,1001883,Davis County Farmers' Market,http://www.bloomfieldmainstreet.com/Farmer'sMarket.htm,,,,,100 E. Jefferson St.,Bloomfield,Davis,Iowa,52537,05/18/2013 to 10/19/2013,Tue: 3:00 PM-6:00 PM;Sat: 8:30 AM-11:30 AM;,,,,,,,-92.41424599999999,40.751571999999996,Other,Y,Y,Y,Y,Y,-,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,6/19/13 15:31,2013-06-19 15:31:00,2013,"100 E. Jefferson St., Bloomfield, Iowa 52537",40.751696,-92.415048,40.751696,-92.415048
1805,1018500,Davis Farmers Market,http://www.davisfarmersmarket.org,,,,,C and 3rd Street,Davis ,Yolo,California,95617,01/01/2017 to 12/31/2017,Sat: 8:00 AM-1:00 PM;,,,,,,,-121.74362279999998,38.544150099999996,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,6/30/17 16:53,2017-06-30 16:53:00,2017,"C and 3rd Street, Davis , California 95617",38.5449174,-121.7392674,38.5449174,-121.7392674
1806,1003589,Davison Downtown Farmers Market,http://www.cityofdavison.org/farmers.htm,,,,,Cornier of Shoppers Alley & Second Street,Davison,Genesee,Michigan,48423,,,,,,,,,-83.516,43.0317,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"Cornier of Shoppers Alley & Second Street, Davison, Michigan 48423",,,43.0317,-83.516
1807,1003563,Dawson County Farmers Market,http://www.caes.uga.edu/extension/dawson/DawsonCountyFarmersMarket.html,,,,,298 Academy Avenue,Dawsonville,Dawson,Georgia,30534,07/03/2013 to 09/28/2013,Wed: 7:30 AM-10:30 AM;Sat: 7:30 AM-10:30 AM;,,,,,,,-84.119596,34.420215999999996,Local government building grounds,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/17/13 8:53,2013-06-17 08:53:00,2013,"298 Academy Avenue, Dawsonville, Georgia 30534",34.420238999999995,-84.11959161702819,34.420238999999995,-84.11959161702819
1808,1012254,Dawson Farmers Market,,dawson madison farmers market,,,,Ash  and 8th street,Dawson ,Lac qui Parle,Minnesota,56232,06/30/2016 to 10/13/2016,Thu: 4:00 PM-6:00 PM;,,,,,,,-96.0574386,44.9259444,,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/5/16 15:43,2016-07-05 15:43:00,2016,"Ash  and 8th street, Dawson , Minnesota 56232",,,44.9259444,-96.0574386
1809,1001090,Dayton Farmers Market,http://www.daytonfarmersmarket.com,,,,,3105 John Wayland Highway,Dayton,Rockingham,Virginia,22824,,,,,,,,,-78.8763,38.4258,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"3105 John Wayland Highway, Dayton, Virginia 22824",38.413249,-78.938939,38.413249,-78.938939
1810,1003500,Dayton Farmers Market,,,,,,Washington Street,Dayton,Rhea,Tennessee,37321,04/01/2016 to 10/01/2016,Mon: 7:00 AM-5:00 PM;Tue: 7:00 AM-5:00 PM;Wed: 7:00 AM-5:00 PM;Thu: 7:00 AM-5:00 PM;Fri: 7:00 AM-5:00 PM;,,,,,,,-85.0132689,35.490505,,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/27/16 13:13,2016-06-27 13:13:00,2016,"Washington Street, Dayton, Tennessee 37321",35.4927715,-85.0075613,35.4927715,-85.0075613
1811,1008492,Dayton Farmers Market,,Dayton Farmers Market,,,,Hwy 50 and 2nd Ave.,Dayton,Lyon,Nevada,89403,06/12/2014 to 09/25/2014,Thu: 3:00 AM-6:00 PM;,,,,,,,-119.591026,39.238469,,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/27/16 13:31,2016-06-27 13:31:00,2016,"Hwy 50 and 2nd Ave., Dayton, Nevada 89403",,,39.238469,-119.591026
1812,1011946,Daytona Beach Downtown Farmers' Market,http://www.riverfrontshopsofdaytona.com/daytona-beach-downtown-farmers-market/,http://www.facebook.com/search/top/?q=daytona%20beach%20downtown%20farmers%20market,,,,100 E Magnolia Ave,Daytona Beach,Volusia,Florida,32114,01/01/2016 to 12/31/2016,Sat: 7:00 AM-1:00 PM;,,,,,,,-81.016582,29.21078,,Y,N,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,5/10/16 15:17,2016-05-10 15:17:00,2016,"100 E Magnolia Ave, Daytona Beach, Florida 32114",29.210096,-81.019191,29.210096,-81.019191
1813,1002451,Dayville Mercantile,,,,,,207 W. Franklin Ave,Dayville,Grant,Oregon,97825,,,,,,,,,-119.537,44.4701,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun  4 2010  3:59PM,2010-06-04 15:59:00,2010,"207 W. Franklin Ave, Dayville, Oregon 97825",44.470351050000005,-119.53654885241077,44.470351050000005,-119.53654885241077
1814,1004358,DC Farmers Market,,,,,,"1309 5th Street, NE",Washington,District of Columbia,District of Columbia,20002,,,,,,,,,-76.998,38.9088,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"1309 5th Street, NE, Washington, District of Columbia 20002",,,38.9088,-76.998
1815,1007204,De Pere Farmer Market,,,,,,144 N Wisconsin St,De Pere,Brown,Wisconsin,54115,,,,,,,,,-88.0592,44.4496,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"144 N Wisconsin St, De Pere, Wisconsin 54115",44.44944412244898,-88.05910616326531,44.44944412244898,-88.05910616326531
1816,1018185,De Soto Farmers' Market,http://gethealthydesoto.org/,https://www.facebook.com/DeSoto-Farmers-Market-120316224140/,,,,520 N Main St,De Soto ,Jefferson,Missouri,63020,04/22/2017 to 10/21/2017,Sat: 8:00 AM-12:00 PM;,,,,,,,-90.552274,38.143679999999996,,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/20/17 14:38,2017-06-20 14:38:00,2017,"520 N Main St, De Soto , Missouri 63020",38.143096472693344,-90.5523042217684,38.143096472693344,-90.5523042217684
1817,1007151,Deaf Smith Chamber of Commerce Farmers Market,,,,,,200 E. Park Avenue,Hereford,Deaf Smith,Texas,79045,,,,,,,,,-102.404,34.8221,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"200 E. Park Avenue, Hereford, Texas 79045",34.822025,-102.403393,34.822025,-102.403393
1818,1001317,Deale Farmers' Market,,,,,,5965 Deale Churchton Road,Deale,Anne Arundel,Maryland,20751,07/03/2014 to 10/30/2014,Thu: 3:00 PM-6:00 PM;,,,,,,,-76.55269100000001,38.78112,"Faith-based institution (e.g., church, mosque, synagogue, temple)",N,Y,N,Y,N,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,4/22/14 12:20,2014-04-22 12:20:00,2014,"5965 Deale Churchton Road, Deale, Maryland 20751",38.78163818705484,-76.55308702491578,38.78163818705484,-76.55308702491578
1819,1001847,Dean Street Farmers Market,,,,,,1095 Dean Street,Brooklyn,New York,New York,11216,,,,,,,,,-73.9537658,40.6772544,Other,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/22/14 17:54,2014-04-22 17:54:00,2014,"1095 Dean Street, Brooklyn, New York 11216",40.67717546153846,-73.952999,40.67717546153846,-73.952999
1820,1009395,Deans Farm Market ,http://www.deansfarmmarket.com/,,,,,4231 NC Hwy 42 West,Wilson,,North Carolina,27893,,,,,,,,,-77.9008,35.7334,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2013-01-01 00:00:00,2013,"4231 NC Hwy 42 West, Wilson, North Carolina 27893",,,35.7334,-77.9008
1821,1005735,Decatur Farmer's Market,http://www.decaturindianafarmersmarket.com/default.aspx,,,,,231 East Monroe Street,Decatur,Adams,Indiana,46733,June to October,Thu:3:30 PM - 6:30 PM;,,,,,,,-84.92007,40.83229,Local government building grounds,N,N,N,N,N,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,5/24/12 15:01,2012-05-24 15:01:00,2012,"231 East Monroe Street, Decatur, Indiana 46733",40.83170647783209,-84.92118179431418,40.83170647783209,-84.92118179431418
1822,1003044,Decatur Farmers Market,,,,,,In the park downtown at Phelps & St Marys,Decatur,Van Buren,Michigan,49045,,,,,,,,,-85.9774,42.1119,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"In the park downtown at Phelps & St Marys, Decatur, Michigan 49045",,,42.1119,-85.9774
1823,1018610,Decatur Farmers Market ,http://cfmatl.org/decatur,https://www.facebook.com/DecaturFarmersMarkets/,,,communityfarmersmarkets,308 Clairemont Avenue ,Decatur,DeKalb,Georgia,30030,01/11/2017 to 12/13/2017,Wed: 4:00 PM-7:00 PM;,04/08/2017 to 12/16/2017,Sat: 9:00 AM-1:00 PM;,,,,,-84.296806,33.778769,,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,7/7/17 14:06,2017-07-07 14:06:00,2017,"308 Clairemont Avenue , Decatur, Georgia 30030",33.77916675280738,-84.2967136741563,33.77916675280738,-84.2967136741563
1824,1008296,Dedham Farmers Market,http://www.dedhamfarmersmarket.org,https://www.facebook.com/DedhamFarmersMarket,https://twitter.com/dedhamfarmers,,,670 High Street,Dedham,Norfolk,Massachusetts,2026,06/15/2016 to 10/26/2016,Wed: 3:00 PM-7:00 PM;,,,,,,,-71.17718,42.248995,,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,6/28/16 23:19,2016-06-28 23:19:00,2016,"670 High Street, Dedham, Massachusetts 2026",42.2488158,-71.17754310423675,42.2488158,-71.17754310423675
1825,1007458,Deep River Farmers Market,,,,,,"The Stone House, 245 Main Street",Deep River,Middlesex,Connecticut,6417,,,,,,,,,-72.436,41.3868,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"The Stone House, 245 Main Street, Deep River, Connecticut 6417",,,41.3868,-72.436
1826,1012303,"Deer Lodge Community Garden ""U Pick""  Farmers Market",,Deeer Lodge Community Garden,,,,519 Higgins ,Deer Lodge ,Powell,Montana,59722,08/13/2016 to 09/17/2016,Sat: 9:00 AM-12:00 PM;,,,,,,,-112.7313469,46.4023382,,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/7/16 11:44,2016-07-07 11:44:00,2016,"519 Higgins , Deer Lodge , Montana 59722",46.40240836734694,-112.73199871428572,46.40240836734694,-112.73199871428572
1827,1000260,Deer Park Farmers Market,,,,,,Sunset Ave. and Brook Rd.,Westhampton Beach,Suffolk,New York,11978,,,,,,,,,-72.6446,40.815,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,2011-01-01 00:00:00,2011,"Sunset Ave. and Brook Rd., Westhampton Beach, New York 11978",40.8143372,-72.6460807,40.8143372,-72.6460807
